"{1, 2, 3, 27, 28, 29}"
"{1, 2, 3, 27, 28, 30}"
"{1, 2, 3, 27, 29, 30}"
"{1, 2, 3, 27, 31, 32}"
"{1, 2, 3, 27, 31, 33}"
"{1, 2, 3, 27, 32, 33}"
"{1, 2, 3, 28, 29, 30}"
"{1, 2, 3, 28, 31, 34}"
"{1, 2, 3, 28, 31, 35}"
"{1, 2, 3, 28, 34, 35}"
"{1, 2, 3, 29, 32, 34}"
"{1, 2, 3, 29, 32, 36}"
"{1, 2, 3, 29, 34, 36}"
"{1, 2, 3, 30, 33, 35}"
"{1, 2, 3, 30, 33, 36}"
"{1, 2, 3, 30, 35, 36}"
"{1, 2, 3, 31, 32, 33}"
"{1, 2, 3, 31, 34, 35}"
"{1, 2, 3, 32, 34, 36}"
"{1, 2, 3, 33, 35, 36}"
"{1, 2, 4, 23, 24, 25}"
"{1, 2, 4, 23, 24, 26}"
"{1, 2, 4, 23, 25, 26}"
"{1, 2, 4, 23, 31, 32}"
"{1, 2, 4, 23, 31, 33}"
"{1, 2, 4, 23, 32, 33}"
"{1, 2, 4, 24, 25, 26}"
"{1, 2, 4, 24, 31, 34}"
"{1, 2, 4, 24, 31, 35}"
"{1, 2, 4, 24, 34, 35}"
"{1, 2, 4, 25, 32, 34}"
"{1, 2, 4, 25, 32, 36}"
"{1, 2, 4, 25, 34, 36}"
"{1, 2, 4, 26, 33, 35}"
"{1, 2, 4, 26, 33, 36}"
"{1, 2, 4, 26, 35, 36}"
"{1, 2, 4, 31, 32, 33}"
"{1, 2, 4, 31, 34, 35}"
"{1, 2, 4, 32, 34, 36}"
"{1, 2, 4, 33, 35, 36}"
"{1, 2, 5, 22, 24, 25}"
"{1, 2, 5, 22, 24, 26}"
"{1, 2, 5, 22, 25, 26}"
"{1, 2, 5, 22, 28, 29}"
"{1, 2, 5, 22, 28, 30}"
"{1, 2, 5, 22, 29, 30}"
"{1, 2, 5, 24, 25, 26}"
"{1, 2, 5, 24, 28, 34}"
"{1, 2, 5, 24, 28, 35}"
"{1, 2, 5, 24, 34, 35}"
"{1, 2, 5, 25, 29, 34}"
"{1, 2, 5, 25, 29, 36}"
"{1, 2, 5, 25, 34, 36}"
"{1, 2, 5, 26, 30, 35}"
"{1, 2, 5, 26, 30, 36}"
"{1, 2, 5, 26, 35, 36}"
"{1, 2, 5, 28, 29, 30}"
"{1, 2, 5, 28, 34, 35}"
"{1, 2, 5, 29, 34, 36}"
"{1, 2, 5, 30, 35, 36}"
"{1, 2, 6, 22, 23, 25}"
"{1, 2, 6, 22, 23, 26}"
"{1, 2, 6, 22, 25, 26}"
"{1, 2, 6, 22, 27, 29}"
"{1, 2, 6, 22, 27, 30}"
"{1, 2, 6, 22, 29, 30}"
"{1, 2, 6, 23, 25, 26}"
"{1, 2, 6, 23, 27, 32}"
"{1, 2, 6, 23, 27, 33}"
"{1, 2, 6, 23, 32, 33}"
"{1, 2, 6, 25, 29, 32}"
"{1, 2, 6, 25, 29, 36}"
"{1, 2, 6, 25, 32, 36}"
"{1, 2, 6, 26, 30, 33}"
"{1, 2, 6, 26, 30, 36}"
"{1, 2, 6, 26, 33, 36}"
"{1, 2, 6, 27, 29, 30}"
"{1, 2, 6, 27, 32, 33}"
"{1, 2, 6, 29, 32, 36}"
"{1, 2, 6, 30, 33, 36}"
"{1, 2, 7, 22, 23, 24}"
